idx,raw_ref,best_doi,best_title,best_container_title,best_year,best_volume,best_page,best_article_number,score,decision
95,"[95] D. H. Triyoso, R. I. Hegde, J. M. Grant, J. K. Schaeffer, D. Roan, B. E. White, P. J. Tobin, J Vac Sci Technol B Microelectron Nanometer Struct Process Meas Phenom 2005, 23, 288.",10.1116/1.1849217,Evaluation of lanthanum based gate dielectrics deposited by atomic layer deposition,"Journal of Vacuum Science &amp; Technology B: Microelectronics and Nanometer Structures Processing, Measurement, and Phenomena",2005,23,288-297,,50,accepted
96,"[96] R. J. Potter, P. R. Chalker, T. D. Manning, H. C. Aspinall, Y. F. Loo, A. C. Jones, L. M. Smith, G. W. Critchlow, M. Schumacher, Chem. Vap. Depos. 2005, 11, 159.",10.1002/cvde.200406348,"Deposition of HfO2, Gd2O3 and PrOx by Liquid Injection ALD Techniques",Chemical Vapor Deposition,2005,11,159-169,,50,accepted
97,"[97] K. Kukli, T. Hatanpää, M. Ritala,M. Leskelä, Chem. Vap. Depos. 2007, 13, 546.",10.1002/cvde.200706631,Atomic Layer Deposition of Gadolinium Oxide Films,Chemical Vapor Deposition,2007,13,546-552,,50,accepted
98,"[98] B. S. Lim, A. Rahtu, R. G. Gordon, Nat. Mater. 2003, 2, 749.",10.1038/nmat1000,Atomic layer deposition of transition metals,Nature Materials,2003,2,749-754,,50,accepted
99,"[99] B. S. Lim, A. Rahtu, J. S. Park, R. G. Gordon, Inorg. Chem. 2003, 42, 7951.",10.1021/ic0345424,"Synthesis and Characterization of Volatile, Thermally Stable, Reactive Transition Metal Amidinates",Inorganic Chemistry,2003,42,7951-7958,,50,accepted
100,"[100] P. De Rouffignac, J. S. Park, R. G. Gordon, Chem. Mater. 2005, 17, 4808.",10.1021/cm050624+,"Atomic Layer Deposition of Y<sub>2</sub>O<sub>3</sub> Thin Films from Yttrium Tris(<i>N</i>,<i>N</i>‘-diisopropylacetamidinate) and Water",Chemistry of Materials,2005,17,4808-4814,,50,accepted
101,"[101] J. Päiväsaari, C. L. Dezelah IV, D. Back, H. M. El-Kaderi, M. J. Heeg, M. Putkonen, L. Niinistö, C. H. Winter, J. Mater. Chem. 2005, 15, 4224.",10.1039/b507351k,"Synthesis, structure and properties of volatile lanthanide complexes containing amidinate ligands: application for Er2O3 thin film growth by atomic layer deposition",Journal of Materials Chemistry,2005,15,4224,,45,accepted
102,"[102] P. De Rouffignac, R. G. Gordon, Chem. Vap. Depos. 2006, 12, 152.",10.1002/cvde.200506377,Atomic Layer Deposition of Praseodymium Aluminum Oxide for Electrical Applications,Chemical Vapor Deposition,2006,12,152-157,,45,accepted
103,"[103] K. H. Kim, D. B. Farmer, J. S. M. Lehn, P. Venkateswara Rao, R. G. Gordon, Appl. Phys. Lett. 2006, 89, 133512.",10.1063/1.2354423,Atomic layer deposition of gadolinium scandate films with high dielectric constant and low leakage current,Applied Physics Letters,2006,89,,133512,70,accepted
104,"[104] P. De Rouffignac, A. P. Yousef, K. H. Kim, R. G. Gordon, Electrochem. Solid-State Lett. 2006, 9, F45.",10.1149/1.2191131,"ALD of Scandium Oxide from Scandium Tris(N,N[sup ʹ]-diisopropylacetamidinate) and Water",Electrochemical and Solid-State Letters,2006,9,F45,,35,accepted
105,"[105] L. Du, K. Wang, Y. Zhong, B. Liu, X. Liu, Y. Ding, J. Mater. Sci. 2020, 55, 5378.",10.1007/s10853-020-04380-5,A high growth rate process of ALD CeOx with amidinato-cerium [(N-iPr-AMD)3Ce] and O3 as precursors,Journal of Materials Science,2020,55,5378-5389,,50,accepted
106,"[106] S. B. Kim, A. Jayaraman, D. Chua, L. M. Davis, S. L. Zheng, X. Zhao, S. Lee, R. G. Gordon, Chemistry 2018, 24, 9525.",10.1002/chem.201802317,Obtaining a Low and Wide Atomic Layer Deposition Window (150–275 °C) for In<sub>2</sub>O<sub>3</sub> Films Using an In<sup>III</sup> Amidinate and H<sub>2</sub>O,Chemistry – A European Journal,2018,24,9525-9529,,70,accepted
107,"[107] K. Xu, R. Ranjith, A. Laha, H. Parala, A. P. Milanov, R. A. Fischer, E. Bugiel, J. Feydt, S. Irsen, T. Toader, C. Bock, D. Rogalla, H. J. Osten, U. Kunze, A. Devi, Chem. Mater. 2012, 24, 651.",10.1021/cm2020862,Atomic Layer Deposition of Gd<sub>2</sub>O<sub>3</sub> and Dy<sub>2</sub>O<sub>3</sub>: A Study of the ALD Characteristics and Structural and Electrical Properties,Chemistry of Materials,2012,24,651-658,,50,accepted
108,"[108] K. Xu, A. R. Chaudhuri, H. Parala, D. Schwendt, T. D. L. Arcos, H. J. Osten, A. Devi, J. Mater. Chem. C 2013, 1, 3939.",10.1039/c3tc30401a,"Atomic layer deposition of Er2O3 thin films from Er tris-guanidinate and water: process optimization, film analysis and electrical properties",Journal of Materials Chemistry C,2013,1,3939,,70,accepted
109,"[109] A. P. Milanov, K. Xu, A. Laha, E. Bugiel, R. Ranjith, D. Schwendt, H. J. Osten, H. Parala, R. A. Fischer, A. Devi, J. Am. Chem. Soc. 2010, 132, 36.",10.1021/ja909716k,Palladium-Catalyzed Intermolecular Aminofluorination of Styrenes,Journal of the American Chemical Society,2010,132,2856-2857,,30,low_confidence
110,"[110] L. Mai, Z. Giedraityte, M. Schmidt, D. Rogalla, S. Scholz, A. D. Wieck, A. Devi, M. Karppinen, J. Mater. Sci. 2017, 52, 6216.",10.1007/s10853-017-0855-6,Atomic/molecular layer deposition of hybrid inorganic–organic thin films from erbium guanidinate precursor,Journal of Materials Science,2017,52,6216-6224,,50,accepted
111,"[111] A. Kurek, P. G. Gordon, S. Karle, A. Devi, S. T. Barry, Aust. J. Chem. 2014, 67, 989.",10.1071/ch14172,Recent Advances Using Guanidinate Ligands for Chemical Vapour Deposition (CVD) and Atomic Layer Deposition (ALD) Applications,Australian Journal of Chemistry,2014,67,989,,50,accepted
112,"[112] S. E. Koponen, P. G. Gordon, S. T. Barry, Polyhedron 2016, 108, 59.",10.1016/j.poly.2015.08.024,Principles of precursor design for vapour deposition methods,Polyhedron,2016,108,59-66,,55,accepted
113,"[113] B. Lee, T. J. Park, A. Hande, M. J. Kim, R. M.Wallace, J. Kim, X. Liu, J. H. Yi, H. Li, M. Rousseau, D. Shenai, J. Suydam, Microelectron. Eng. 2009, 86, 1658.",10.1016/j.mee.2009.03.056,Electrical properties of atomic-layer-deposited La2O3 films using a novel La formamidinate precursor and ozone,Microelectronic Engineering,2009,86,1658-1661,,50,accepted
114,"[114] S. M. J. Beer, N. Boysen, A. Muriqi, D. Zanders, T. Berning, D. Rogalla, C. Bock, M. Nolan, A. Devi, Dalton Trans. 2021, 50, 12944.",10.1039/d1dt01634b,A study on the influence of ligand variation on formamidinate complexes of yttrium: new precursors for atomic layer deposition of yttrium oxide,Dalton Transactions,2021,50,12944-12956,,70,accepted
115,"[115] M. Golalikhani, T. James, P. Van Buskirk, W. Noh, J. Lee, Z. Wang, J. F. Roeder, J Vac Sci Technol A 2018, 36, 051502.",10.1116/1.5026405,Atomic layer deposition of CeO2 using a heteroleptic cyclopentadienyl-amidinate precursor,"Journal of Vacuum Science &amp; Technology A: Vacuum, Surfaces, and Films",2018,36,,51502,50,accepted
116,"[116] S. Seppälä, J. Niinistö, M. Mattinen, K. Mizohata, J. Räisänen, W. Noh, M. Ritala, M. Leskelä, Thin Solid Films 2018, 660, 199.",10.1016/j.tsf.2018.06.011,Atomic layer deposition of lanthanum oxide with heteroleptic cyclopentadienyl-amidinate lanthanum precursor - Effect of the oxygen source on the film growth and properties,Thin Solid Films,2018,660,199-206,,65,accepted
117,"[117] J. S. Lee, W. H. Kim, I. K. Oh, M. K. Kim, G. Lee, C. W. Lee, J. Park, C. Lansalot-Matras, W. Noh, H. Kim, Appl. Surf. Sci. 2014, 297, 16.",10.1016/j.apsusc.2014.01.032,Atomic layer deposition of Y2O3 and yttrium-doped HfO2 using a newly synthesized Y(iPrCp)2(N-iPr-amd) precursor for a high permittivity gate dielectric,Applied Surface Science,2014,297,16-21,,55,accepted
118,"[118] S. Seppälä, J. Niinistö, T. Blanquart, M. Kaipio, K. Mizohata, J. Räisänen, C. Lansalot-Matras,W. Noh, M. Ritala,M. Leskelä, Chem. Mater. 2016, 28, 5440.",10.1021/acs.chemmater.6b01869,"Heteroleptic Cyclopentadienyl-Amidinate Precursors for Atomic Layer Deposition (ALD) of Y, Pr, Gd, and Dy Oxide Thin Films",Chemistry of Materials,2016,28,5440-5449,,45,accepted
119,"[119] I. S. Park, Y. C. Jung, S. Seong, J. Ahn, J. Kang, W. Noh, C. Lansalot- Matras, J. Mater. Chem. C 2014, 2, 9240.",10.1039/c4tc01405g,Atomic layer deposition of Y<sub>2</sub>O<sub>3</sub> films using heteroleptic liquid (iPrCp)<sub>2</sub>Y(iPr-amd) precursor,J. Mater. Chem. C,2014,2,9240-9247,,50,accepted
120,"[120] B. Zhao, F. Mattelaer, G. Rampelberg, J. Dendooven, C. Detavernier, ACS Appl. Mater. Interfaces 2020, 12, 3179.",10.1021/acsami.0c05585,Atomic Layer Deposition of Nitrogen-Doped Al Phosphate Coatings for Li-Ion Battery Applications,ACS Applied Materials &amp; Interfaces,2020,12,25949-25960,,30,low_confidence
121,"[121] S. T. Barry, Chemistry of Atomic Layer Deposition, De Gruyter, Berlin, Germany 2022.",10.1016/b978-0-12-820206-7.00117-7,Common Precursors and Surface Mechanisms for Atomic Layer Deposition,Comprehensive Organometallic Chemistry IV,2022,,534-552,,20,low_confidence
122,"[122] K. Bernal Ramos, M. J. Saly, Y. J. Chabal, Coord. Chem. Rev. 2013, 257, 3271.",10.1016/j.ccr.2013.03.028,Precursor design and reaction mechanisms for the atomic layer deposition of metal films,Coordination Chemistry Reviews,2013,257,3271-3281,,50,accepted
123,"[123] G. K. Mussabek, D. Yermukhamed, K. K. Dikhanbayev, al -. , J. Key Lee, M.-S. Lee, S. Hong, J. Li, G. Chai, X. Wang, G. V. Kunte, S. A. Shivashankar, A. M. Umarji, Meas. Sci. Technol. 2008, 19, 025704.",10.1088/0957-0233/19/2/025704,Thermogravimetric evaluation of the suitability of precursors for MOCVD,Measurement Science and Technology,2008,19,25704,,40,accepted
124,"[124] P. Kaur, L. Mai, A. Muriqi, D. Zanders, R. Ghiyasi, M. Safdar, N. Boysen, M. Winter, M. Nolan, M. Karppinen, A. Devi, Chemistry 2021, 27, 4913.",10.1002/chem.202003907,"Rational Development of Guanidinate and Amidinate Based Cerium and Ytterbium Complexes as Atomic Layer Deposition Precursors: Synthesis, Modeling, and Application",Chemistry – A European Journal,2021,27,4913-4926,,70,accepted
125,"[125] M. Putkonen, M. Nieminen, J. Niinistö, L. Niinistö, T. Sajavaara, Chem. Mater. 2001, 13, 4701.",10.1021/cm011138z,Surface-Controlled Deposition of Sc<sub>2</sub>O<sub>3</sub> Thin Films by Atomic Layer Epitaxy Using β-Diketonate and Organometallic Precursors,Chemistry of Materials,2001,13,4701-4707,,50,accepted
126,"[126] A. Kosola, J. Päiväsaari, M. Putkonen, L. Niinistö, Thin Solid Films 2005, 479, 152.",10.1016/j.tsf.2004.12.004,Neodymium oxide and neodymium aluminate thin films by atomic layer deposition,Thin Solid Films,2005,479,152-159,,70,accepted
127,"[127] N. A. Stafford, R. Katamreddy, L. Guerin, B. Feist, C. Dussarrat, ECS Meet. Abstr. 2009, MA2009-01, 821.",10.1149/ma2009-01/19/821,Atomic Layer Deposition of Rare-earth Oxide Thin Films for High-k Dielectric Applications,ECS Meeting Abstracts,2009,MA2009-01,821-821,,40,accepted
128,"[128] R. Xu, S. K. Selvaraj, N. Azimi, C. G. Takoudis, ECSMeet. Abstr. 2012, MA2012-02, 2467.",10.1149/ma2012-02/28/2467,Growth Characteristics and Properties of Yttrium Oxide Thin Films by Atomic Layer Deposition from Novel Y(iPrCp)<sub>3</sub> Precursor and O<sub>3</sub>,ECS Meeting Abstracts,2012,MA2012-02,2467-2467,,40,accepted
129,"[129] J. Kwon,M. Dai,M. D.Halls, E. Langereis, Y. J. Chabal, R. G. Gordon, J. Phys. Chem. C 2009, 113, 654.",10.1021/jp900241r,Liquid Crystalline Polymers for Efficient Bilayer-Bulk-Heterojunction Solar Cells,The Journal of Physical Chemistry C,2009,113,7892-7897,,50,accepted
130,"[130] K. Kukli, H. Heikkinen, E. Nykänen, L. Niinistö, J. Alloys Compd. 1998, 275–277, 10.",10.1016/s0925-8388(98)00264-3,Deposition of lanthanum sulfide thin films by atomic layer epitaxy,Journal of Alloys and Compounds,1998,275-277,14-Oct,,25,low_confidence
131,"[131] K. Kukli, M. Peussa, L. S. Johansson, E. Nykänen, L. Niinistö, Mater. Sci. Forum 1999, 315–317, 216.",10.4028/www.scientific.net/msf.315-317.216,Controlled Growth of Yttrium Oxysulphide Thin Films by Atomic Layer Deposition,Materials Science Forum,1999,315-317,216-221,,40,accepted
132,"[132] T. Pilvi, E. Puukilainen, F.Munnik, M. Leskelä,M. Ritala, Chem. Vap. Depos. 2009, 15, 27.",10.1002/cvde.200806721,ALD of YF<sub>3</sub> Thin Films from TiF<sub>4</sub> and Y(thd)<sub>3</sub> Precursors,Chemical Vapor Deposition,2009,15,27-32,,35,accepted
133,"[133] T. Pilvi, E. Puukilainen, K. Arstila, M. Leskelä, M. Ritala, Chem. Vap. Depos. 2008, 14, 85.",10.1002/cvde.200706681,Atomic Layer Deposition of LaF<sub>3</sub> Thin Films using La(thd)<sub>3</sub> and TiF<sub>4</sub> as Precursors,Chemical Vapor Deposition,2008,14,85-91,,35,accepted
134,"[134] E. Atosuo, M. Mäntymäki, L. Pesonen, K. Mizohata, T. Hatanpää, M. Leskelä, M. Ritala, Dalton Trans. 2023, 52, 10844.",10.1039/d3dt01717f,"Atomic layer deposition of CoF<sub>2</sub>, NiF<sub>2</sub> and HoF<sub>3</sub> thin films",Dalton Transactions,2023,52,10844-10854,,70,accepted
135,"[135] L. Nyns, X. Shi, H. Tielens, S. Van Elshocht, L. Date, R. Schreutelkamp, J. Vac. Sci. Technol. Vac. Surf. Films 2012, 30, 01A120.",10.1116/1.4737150,"Proton irradiation energy dependence of dc and rf characteristics on InAlN/GaN high electron mobility transistors [J. Vac. Sci. Technol. B 30, 041206 (2012)]","Journal of Vacuum Science &amp; Technology B, Nanotechnology and Microelectronics: Materials, Processing, Measurement, and Phenomena",2012,30,,43401,25,low_confidence
136,"[136] E. Bal´lee, A. Ringuedé, M. Cassir, M. Putkonen, L. Niinis¨to, Chem. Mater. 2009, 21, 4614.",10.1021/cm9016968,"Synthesis of a Thin-Layered Ionic Conductor, CeO<sub>2</sub>−Y<sub>2</sub>O<sub>3</sub>, by Atomic Layer Deposition in View of Solid Oxide Fuel Cell Applications",Chemistry of Materials,2009,21,4614-4619,,45,accepted
137,"[137] A. Tamm, J. Kozlova, T. Arroval, L. Aarik, P. Ritslaid, H. García, H. Castán, S. Dueñas, K. Kukli, J. Aarik, Chem. Vap. Depos. 2015, 21, 181.",10.1002/cvde.201507170,Atomic Layer Deposition and Characterization of Dysprosium‐Doped Zirconium Oxide Thin Films,Chemical Vapor Deposition,2015,21,181-187,,50,accepted
138,"[138] J. M. Gaskell, A. C. Jones, H. C. Aspinall, S. Przybylak, P. R. Chalker, K. Black, H. O. Davies, P. Taechakumput, S. Taylor, G. W. Critchlow, J. Mater. Chem. 2006, 16, 3854.",10.1039/b609129f,Liquid injection ALD and MOCVD of lanthanum aluminate using a bimetallic alkoxide precursor,Journal of Materials Chemistry,2006,16,3854,,50,accepted
139,"[139] M. Tuomisto, Z. Giedraityte, M. Karppinen, M. Lastusaari, Phys Status Solidi Rapid Res Lett 2017, 11, 1700076.",10.1002/pssr.201700076,"Photon up‐converting (Yb,Er)<sub>2</sub>O<sub>3</sub> thin films by atomic layer deposition",physica status solidi (RRL) – Rapid Research Letters,2017,11,,1700076,50,accepted
140,"[140] A. Ghazy, M. Safdar, M. Lastusaari, A. Aho, A. Tukiainen, H. Savin, M. Guina, M. Karppinen, Sol. Energy Mater. Sol. Cells 2021, 219, 110787.",10.1016/j.solmat.2020.110787,"Luminescent (Er,Ho)2O3 thin films by ALD to enhance the performance of silicon solar cells",Solar Energy Materials and Solar Cells,2021,219,110787,110787,65,accepted
141,"[141] M. N. Getz, P. A.Hansen, Ø. S. Fjellvåg,M. A. K. Ahmed, H. Fjellvåg, O. Nilsen, J. Mater. Chem. C 2017, 5, 8572.",10.1039/c7tc02135f,Intense NIR emission in YVO<sub>4</sub>:Yb<sup>3+</sup> thin films by atomic layer deposition,Journal of Materials Chemistry C,2017,5,8572-8578,,70,accepted
142,"[142] M. N. Getz, O. Nilsen, P.-A. Hansen, Sci. Rep. 2019, 9, 10247.",10.1038/s41598-019-46694-8,"Sensors for optical thermometry based on luminescence from layered YVO4: Ln3+ (Ln = Nd, Sm, Eu, Dy, Ho, Er, Tm, Yb) thin films made by atomic layer deposition",Scientific Reports,2019,9,,10247,70,accepted
143,"[143] M. Y. Arsent’ev, M. V. Kalinina, P. A. Tikhonov, L. V. Morozova, T. L. Egorova, O. A. Shilova, Glass Phys. Chem. 2014, 40, 629.",10.1134/s1087659614060029,"The formation and study of sensor thin layers based on zirconium and rare earth metal (Ce, Y, and Tb) oxides and the preparation of metal-oxide-semiconductor structures based on them",Glass Physics and Chemistry,2014,40,629-634,,50,accepted
144,"[144] K. Solehmainen, M. Kapulainen, P. Heimala, K. Polamo, IEEE Photonics Technol. Lett. 2004, 16, 194.",10.1109/lpt.2003.820484,Erbium-Doped Waveguides Fabricated With Atomic Layer Deposition Method,IEEE Photonics Technology Letters,2004,16,194-196,,50,accepted
145,"[145] L. Yang, J. Xu, K. Yuan, Y. Yang, J. Sun, Appl. Phys. Lett. 2021, 118, 141104.",10.1063/5.0054883,"Publisher's Note: “Supersonic needle-jet generation with single cavitation bubbles” [Appl. Phys Lett. <b>118</b>, 134103 (2021)]",Applied Physics Letters,2021,118,,219901,45,accepted
146,"[146] J. Rosa,M. J.Heikkilä, M. Sirkiä, S.Merdes, Materials 2021, 14, 1505.",10.3390/ma14061505,Red Y2O3:Eu-Based Electroluminescent Device Prepared by Atomic Layer Deposition for Transparent Display Applications,Materials,2021,14,1505,,65,accepted
147,"[147] Z. Ouyang, Y. Yang, J. Sun, Scr. Mater. 2018, 151, 1.",10.1016/j.scriptamat.2018.03.026,Near-infrared electroluminescence from atomic layer doped Al2O3:Yb nanolaminate films on silicon,Scripta Materialia,2018,151,5-Jan,,35,accepted
148,"[148] Z. Ouyang, Y. Yang, J. Sun, Opt. Mater. 2018, 80, 209.",10.1016/j.optmat.2018.05.001,Electroluminescent Yb2O3:Er and Yb2Si2O7:Er nanolaminate films fabricated by atomic layer deposition on silicon,Optical Materials,2018,80,209-215,,50,accepted
149,"[149] J. Liu, Z. Ouyang, Y. Yang, J. Sun, J. Alloys Compd. 2020, 832, 154964.",10.1016/j.jallcom.2020.154964,Silicon-based electroluminescent polycrystalline Er-doped Yb3Al5O12 nanofilms fabricated by atomic layer deposition,Journal of Alloys and Compounds,2020,832,154964,154964,65,accepted
150,"[150] J. Xu, L. Yang, Z. Ma, Y. Yang, J. Sun, J. Alloys Compd. 2021, 885, 160993.",10.1016/j.jallcom.2021.160993,Electroluminescent polycrystalline Er-doped Lu3Al5O12 nanofilms fabricated by atomic layer deposition on silicon,Journal of Alloys and Compounds,2021,885,160993,160993,65,accepted
151,"[151] T. P. Holme, C. Lee, F. B. Prinz, Solid State Ion. 2008, 179, 1540.",10.1016/j.ssi.2007.12.100,Atomic layer deposition of LSM cathodes for solid oxide fuel cells,Solid State Ionics,2008,179,1540-1544,,70,accepted
152,"[152] C. C. Chao, Y. B. Kim, F. B. Prinz, Nano Lett. 2009, 9, 3626.",10.1021/nl901724j,Surface Modification of Yttria-Stabilized Zirconia Electrolyte by Atomic Layer Deposition,Nano Letters,2009,9,3626-3628,,70,accepted
153,"[153] C. N. Ginestra, R. Sreenivasan, A. Karthikeyan, S. Ramanathan, P. C. McIntyre, Electrochem. Solid-State Lett. 2007, 10, B161.",10.1149/1.2759606,Atomic Layer Deposition of Y[sub 2]O[sub 3]∕ZrO[sub 2] Nanolaminates,Electrochemical and Solid-State Letters,2007,10,B161,,50,accepted
154,"[154] Y. Charreire, R. Cortes, E. Nykänen, L. Niinistö, P. Soininen, M. Leskelä, Fresenius J Anal Chem 1998, 362, 41.",10.1007/s002160051033,Speciation of activators in electroluminescent thin films: an EXAFS study of cerium and terbium doped strontium sulfide,Fresenius' Journal of Analytical Chemistry,1998,362,41-50,,35,accepted
155,"[155] Y. Yang, Z. Ouyang, J. Liu, J. Sun, Phys Status Solidi Rapid Res Lett 2019, 13, 1900137.",10.1002/pssr.201900137,"Energy Transfer Under Electrical Excitation and Enhanced Electroluminescence in the Nanolaminate Yb,Er Co‐Doped Al<sub>2</sub>O<sub>3</sub> Films",physica status solidi (RRL) – Rapid Research Letters,2019,13,,1900137,50,accepted
156,"[156] N. Al Helou, L. Khomenkova, E. Cadel, C. Labbé, J. Cardin, F. Gourbilleau, E. Talbot, Mater. Sci. Eng. B 2023, 296, 116672.",10.1016/j.mseb.2023.116672,Optical and structural investigations of annealing impact on phase separation of Erbium-doped Al2O3 layers,Materials Science and Engineering: B,2023,296,116672,116672,65,accepted
157,"[157] T. T. Van, J. P. Chang, Appl. Phys. Lett. 2005, 87, 011907.",10.1063/1.2061347,"Publisher’s Note: “Room-temperature ferromagnetism in Cu-doped ZnO thin films” [Appl. Phys. Lett. 87, 082504 (2005)]",Applied Physics Letters,2005,87,,129902,50,accepted
158,"[158] T. T. Van, J. R. Bargar, J. P. Chang, J. Appl. Phys. 2006, 100, 023115.",10.1063/1.2214299,Er coordination in Y2O3 thin films studied by extended x-ray absorption fine structure,Journal of Applied Physics,2006,100,,23115,70,accepted
159,"[159] T. T. Van, J. Hoang, R. Ostroumov, K. L. Wang, J. R. Bargar, J. Lu, H. O. Blom, J. P. Chang, J. Appl. Phys. 2006, 100, 073512.",10.1063/1.2349477,Nanostructure and temperature-dependent photoluminescence of Er-doped Y2O3 thin films for micro-optoelectronic integrated circuits,Journal of Applied Physics,2006,100,,73512,70,accepted
160,"[160] J. Hoang, T. T. Van, M. Sawkar-Mathur, B. Hoex, M. C. M. Van De Sanden, W. M. M. Kessels, R. Ostroumov, K. L.Wang, J. R. Bargar, J. P. Chang, J. Appl. Phys. 2007, 101, 123116.",10.1063/1.2748629,Optical properties of Y2O3 thin films doped with spatially controlled Er3+ by atomic layer deposition,Journal of Applied Physics,2007,101,,123116,70,accepted
161,"[161] Z. Yu, K. Yuan, Y. Yang, J. Sun, Nanoscale 2022, 14, 10540.",10.1039/d2nr03118c,Polycrystalline Er-doped Y<sub>3</sub>Ga<sub>5</sub>O<sub>12</sub> nanofilms fabricated by atomic layer deposition on silicon at a low temperature and the exploration on electroluminescence performance,Nanoscale,2022,14,10540-10548,,70,accepted
162,"[162] L. Lamagna, C. Wiemer, S. Baldovino, A. Molle, M. Perego, S. Schamm-Chardon, P. E. Coulon, M. Fanciulli, Appl. Phys. Lett. 2009, 95, 122902.",10.1063/1.3227669,Thermally induced permittivity enhancement in La-doped ZrO2 grown by atomic layer deposition on Ge(100),Applied Physics Letters,2009,95,,122902,70,accepted
163,"[163] J. H. Shim, J. S. Park, J. An, T. M. Gür, S. Kang, F. B. Prinz, Chem. Mater. 2009, 21, 3290.",10.1021/cm900820p,Intermediate-Temperature Ceramic Fuel Cells with Thin Film Yttrium-Doped Barium Zirconate Electrolytes,Chemistry of Materials,2009,21,3290-3296,,50,accepted
164,"[164] J. Niinistö, K. Kukli, T. Sajavaara, M. Ritala,M. Leskelä, L. Oberbeck, J. Sundqvist, U. Schröder, Electrochem. Solid-State Lett. 2008, 12, G1.",10.1149/1.2840903,"Comment on “Corrosion of Copper by Water” [Electrochem. Solid-State Lett., 10, C63, (2007)]",Electrochemical and Solid-State Letters,2008,11,S1,,15,low_confidence
165,"[165] Q. Tao, G. Jursich, P. Majumder, M. Singh, W. Walkosz, P. Gu, R. Klie, C. Takoudis, Electrochem. Solid-State Lett. 2009, 12, G50.",10.1149/1.3156833,Composition–Structure–Dielectric Property of Yttrium-Doped Hafnium Oxide Films Deposited by Atomic Layer Deposition,Electrochemical and Solid-State Letters,2009,12,G50,,35,accepted
166,"[166] P. Majumder, G. Jursich, C. Takoudis, J. Appl. Phys. 2009, 105, 104106.",10.1063/1.3132830,Structural phase transformation of Y2O3 doped HfO2 films grown on Si using atomic layer deposition,Journal of Applied Physics,2009,105,,104106,70,accepted
167,"[167] J. Gluch, T. Rößler, S. B. Menzel, J. Eckert, Microelectron. Eng. 2011, 88, 561.",10.1016/j.mee.2010.06.043,Microstructure and stress in high-k Hf–Y–O thin films,Microelectronic Engineering,2011,88,561-563,,50,accepted
168,"[168] L. Wu, H. Y. Yu, K. L. Pey, J. S. Pan, M. Tuominen, E. Tois, D. Y. Lee, K. Y. Hsu, K. T. Huang, H. J. Tao, Y. J. Mii, Electrochem. Solid-State Lett. 2010, 13, G21.",10.1149/1.3266877,Electrical and Physical Properties of Er-Doped HfO[sub 2] High-k Dielectrics Prepared by Atomic Layer Deposition,Electrochemical and Solid-State Letters,2010,13,G21,,35,accepted
169,"[169] C. Wiemer, L. Lamagna, S. Baldovino, M. Perego, S. Schamm- Chardon, P. E. Coulon,O. Salicio, G. Congedo, S. Spiga,M. Fanciulli, Appl. Phys. Lett. 2010, 96, 182901.",10.1063/1.3400213,Dielectric properties of Er−doped HfO2 (Er∼15%) grown by atomic layer deposition for high-κ gate stacks,Applied Physics Letters,2010,96,,182901,70,accepted
170,"[170] C. Adelmann, H. Tielens, D. Dewulf, A. Hardy, D. Pierreux, J. Swerts, E. Rosseel, X. Shi, M. K. Van Bael, J. A. Kittl, S. Van Elshocht, J. Electrochem. Soc. 2010, 157, G105.",10.1149/1.3301663,Atomic Layer Deposition of Gd-Doped HfO[sub 2] Thin Films,Journal of The Electrochemical Society,2010,157,G105,,50,accepted
171,"[171] T. Wang, J. G. Ekerdt, Chem. Mater. 2009, 21, 3096.",10.1021/cm9001064,Atomic Layer Deposition of Lanthanum Stabilized Amorphous Hafnium Oxide Thin Films,Chemistry of Materials,2009,21,3096-3101,,50,accepted
172,"[172] T. Wang, J. G. Ekerdt, Chem. Mater. 2010, 22, 3798.",10.1021/cm903386c,Subnanoscale Lanthanum Distribution in Lanthanum-Incorporated Hafnium Oxide Thin Films Grown Using Atomic Layer Deposition,Chemistry of Materials,2010,22,3798-3806,,50,accepted
173,"[173] L. Aarik, K. Peetermann, L. Puust, H. Mändar, A. Kikas, I. Sildos, J. Aarik, J. Alloys Compd. 2021, 868, 159100.",10.1016/j.jallcom.2021.159100,Atomic-layer design and properties of Pr-doped HfO2 thin films,Journal of Alloys and Compounds,2021,868,159100,159100,65,accepted
174,"[174] K. Kukli, L. Aarik, G. Vinuesa, S. Dueñas, H. Castán, H. García, A. Kasikov, P. Ritslaid, H. M. Piirsoo, J. Aarik, Materials 2022, 15, 877.",10.3390/ma15030877,Structure and Electrical Behavior of Hafnium-Praseodymium Oxide Thin Films Grown by Atomic Layer Deposition,Materials,2022,15,877,,70,accepted
175,"[175] J. Kim, B. S. Kim, A. J. Lee, D. H. Han, J. H. Hwang, Y. Kim, K. C. Song, H. Oh, S. Kim, Y. Park, W. Jeon, Ceram. Int. 2022, 48, 3236.",10.1016/j.ceramint.2021.10.097,Y-doped HfO2 deposited by atomic layer deposition using a cocktail precursor for DRAM capacitor dielectric application,Ceramics International,2022,48,3236-3242,,50,accepted
