idx,raw_ref,best_doi,best_title,best_container_title,best_year,best_volume,best_page,best_article_number,score,decision
80,"[80] H. Sakaue, S. Iseda, K. Asami, J. Yamamoto, M. Hirose, and Y. Horiike, “Atomic Layer Controlled Digital Etching of Silicon,” Japanese Journal of Applied Physics Part 1-Regular Papers Short Notes & Review Papers, 29(11), 2648 (1990).",10.1143/jjap.29.2648,Atomic Layer Controlled Digital Etching of Silicon,Japanese Journal of Applied Physics,1990,29,2648,,100,accepted
81,"[81] T. Engel, “Fundamental aspects of the reactions of thermal and hyperthermal F, F2, Cl, and Cl2 with Si surfaces,” Japanese Journal of Applied Physics Part 1, 35, 2403 (1996).",10.1143/jjap.35.2403,"Fundamental Aspects of the Reactions of Thermal and Hyperthermal   F, F<sub>2</sub>, Cl, and Cl<sub>2</sub> with Si Surfaces",Japanese Journal of Applied Physics,1996,35,2403,,90,accepted
82,"[82] A. Szabo, P. D. Farrall, and T. Engel, “Reactions of Chlorine with Si(100) and Si(111) - Adsorption and Desorption-Kinetics,” Surface Science, 312, 284 (1994).",10.1016/0039-6028(94)90722-6,Reactions of chlorine with Si(100) and Si(111): adsorption and desorption kinetics,Surface Science,1994,312,284-300,,100,accepted
83,"[83] T. Matsuura, J. Murota,Y. Sawada, and T. Ohmi, “Self-limited layer-by-layer etching of Si by alternated chlorine adsorption and Ar+ ion irradiation,” Applied Physics Letters, 63(20), 2803 (1993).",10.1063/1.110340,Self-limited layer-by-layer etching of Si by alternated chlorine adsorption and Ar+ ion irradiation,Applied Physics Letters,1993,63,2803-2805,,100,accepted
84,"[84] K. Suzue, T. Matsuura, J. Murota, Y. Sawada, and T. Ohmi, “Substrate Orientation Dependence of Self-Limited Atomic-Layer Etching of Si with Chlorine Adsorption and Low-Energy Ar+ Irradiation,” Applied Surface Science, 82–3, 422 (1994).",10.1016/0169-4332(94)90252-6,Substrate orientation dependence of self-limited atomic-layer etching of Si with chlorine adsorption and low-energy Ar+ irradiation,Applied Surface Science,1994,82-83,422-427,,65,accepted
85,"[85] S. D. Athavale and D. J. Economou, “Molecular-Dynamics Simulation of Atomic Layer Etching of Silicon,” Journal of Vacuum Science & Technology a-Vacuum Surfaces and Films, 13(3), 966 (1995).",10.1116/1.579659,,,,,,,,accepted
86,"[86] S. D. Athavale andD. J. Economou, “Realization of atomic layer etching of silicon,” Journal of Vacuum Science & Technology B, 14(6), 3702 (1996).",10.1116/1.588651,,,,,,,,accepted
87,"[87] B. J. Kim, S. H. Chung, and S. M. Cho, “Atomic layer etching of Si (100) for reducing etching damage,” in Thin Film Materials, Processes, and Reliability (ELECTROCHEMICAL SOCIETY INC, Pennington, 2001), Vol. 2001, pp. 54.",10.1145/945191.945227,ManHang,ACM SIGGRAPH 2001 video review on Animation theater program,2001,,36,,25,low_confidence
88,"[88] B. J. Kim, S. Chung, and S. M. Cho, “Layer-by-layer etching of Cl-adsorbed silicon surfaces by low energy Ar+ ion irradiation,” Applied Surface Science, 187(1–2), 124 (2002).",10.1016/s0169-4332(01)00826-1,Layer-by-layer etching of Cl-adsorbed silicon surfaces by low energy Ar+ ion irradiation,Applied Surface Science,2002,187,124-129,,100,accepted
89,"[89] S. D. Park, K. S. Min, B. Y. Yoon, D. H. Lee, and G. Y. Yeom, “Precise depth control of silicon etching using chlorine atomic layer etching,” Japanese Journal of Applied Physics Part 1-Regular Papers Short Notes & Review Papers, 44(1A), 389 (2005).",10.1143/jjap.44.389,Precise Depth Control of Silicon Etching Using Chlorine Atomic Layer Etching,Japanese Journal of Applied Physics,2005,44,389,,65,accepted
90,"[90] S. D. Park, C. K. Oh, D. H. Lee, and G. Y. Yeom, “Surface roughness variation during Si atomic layer etching by chlorine adsorption followed by an Ar neutral beam irradiation,” Electrochemical and Solid State Letters, 8, C177 (2005).",10.1149/1.2073667,Surface Roughness Variation during Si Atomic Layer Etching by Chlorine Adsorption Followed by an Ar Neutral Beam Irradiation,Electrochemical and Solid-State Letters,2005,8,C177,,100,accepted
91,"[91] C. K. Oh, S. D. Park, H. C. Lee, J. W. Bae, and G. Y. Yeom, “Surface analysis of atomic-layer-etched silicon by chlorine,” Electrochemical and Solid State Letters, 10, H94 (2007).",10.1149/1.2426414,Surface Analysis of Atomic-Layer-Etched Silicon by Chlorine,Electrochemical and Solid-State Letters,2007,10,H94,,100,accepted
92,"[92] H. J. Yun, T. H. Kim, C. B. Shin, C. K. Kim, J. H. Min, and S. H. Moon, “Comparison of atomic scale etching of poly-Si in inductively coupled Ar and He plasmas,” Korean Journal of Chemical Engineering, 24(4), 670 (2007).",10.1007/s11814-007-0023-9,Comparison of atomic scale etching of poly-Si in inductively coupled Ar and He plasmas,Korean Journal of Chemical Engineering,2007,24,670-673,,100,accepted
93,"[93] T. Matsuura, Y. Honda, and J. Murota, “Atomic-order layer-by-layer role-share etching of silicon nitride using an electron cyclotron resonance plasma,” Applied Physics Letters, 74, 3573 (1999).",10.1063/1.124165,Atomic-order layer-by-layer role-share etching of silicon nitride using an electron cyclotron resonance plasma,Applied Physics Letters,1999,74,3573-3575,,100,accepted
94,"[94] N. Posseme, O. Pollet, and S. Barnola, “Alternative process for thin layer etching: Application to nitride spacer etching stopping on silicon germanium,” Applied Physics Letters, 105, 051605 (2014).",10.1063/1.4892543,Alternative process for thin layer etching: Application to nitride spacer etching stopping on silicon germanium,Applied Physics Letters,2014,105,,051605,100,accepted
95,"[95] S. Rauf, T. Sparks, P. L. G.Ventzek,V. V. Smirnov,A. V. Stengach,K. G.Gaynullin, and V. A. Pavlovsky, “A molecular dynamics investigation of fluorocarbon based layer-by-layer etching of silicon and SiO2,” Journal of Applied Physics, 101, 033308 (2007).",10.1063/1.2464192,A molecular dynamics investigation of fluorocarbon based layer-by-layer etching of silicon and SiO2,Journal of Applied Physics,2007,101,,033308,100,accepted
96,"[96] S. B.Wang and A. E.Wendt, “Control of ion energy distribution at substrates during plasma processing,” Journal of Applied Physics, 88(2), 643 (2000).",10.1063/1.373715,Control of ion energy distribution at substrates during plasma processing,Journal of Applied Physics,2000,88,643-646,,100,accepted
97,"[97] R. Silapunt, A. E. Wendt, and K. H. R. Kirmse, “Ion energy control at substrates during plasma etching of patterned structures,” Journal of Vacuum Science & Technology B, 25(6), 1882 (2007).",,,,,,,,,no_match
98,"[98] N. Schaepkens, G. S. Oehrlein, and J. M. Cook, “Effects of radio frequency bias frequency and radio frequency bias pulsing on SiO2 feature etching in inductively coupled fluorocarbon plasmas,” Journal of Vacuum Science & Technology B, 18(2), 856 (2000).",,,,,,,,,no_match
99,"[99] D. Metzler, R. L. Bruce, S. Engelmann, E. A. Joseph, and G. S. Oehrlein, “Fluorocarbon assisted atomic layer etching of SiO2 using cyclic Ar/C4F8 plasma,” Journal of Vacuum Science & Technology A, 32, 020603 (2014).",10.1016/j.vacuum.2013.04.020,Superhydrophobic polytetrafluoroethylene surfaces with leaf-like micro-protrusions through Ar + O2 plasma etching process,Vacuum,2014,99,42-48,,55,accepted
100,"[100] D. Metzler, C. Li, R. L. Bruce, S. Engelmann, E. A. Joseph, V. Godyak, and G. S. Oehrlein (to be published).",10.1063/1.4961458,Characterizing fluorocarbon assisted atomic layer etching of Si using cyclic Ar/C4F8 and Ar/CHF3 plasma,The Journal of Chemical Physics,2016,146,,052801,10,low_confidence
101,"[101] E. Hudson, V. Vidyarthi, R. Bhowmick, R. Bise, H. J. Shin, G. Delgadino, B. Jariwala, D. Lambert, and S. Deshmukh, “Highly selective etching of Silicon Dioxide Using Fluorocarbons”; AVS 61st International Symposium & Exhibition (2014); http://www2.avs.org/symposium2014/Papers/Paper_PS2+TF-ThM2.html.",10.4324/9781315774411,Equity and Trusts,,2014,,,,25,low_confidence
102,"[102] F. Laermer and A. Schilp, “Method for anisotropic plasma etching of substrates,” US Pat. 5498312, March-12 (1996).",10.15385/yb.miracle.1996,1996 Miracle Yearbook,,1996,,,,20,low_confidence
103,"[103] F. Laermer and A. Urban, “Challenges, developments and applications of silicon deep reactive ion etching,” Microelectronic Engineering, 67–8, 349 (2003).",10.1016/s0167-9317(03)00089-3,"Challenges, developments and applications of silicon deep reactive ion etching",Microelectronic Engineering,2003,67-68,349-355,,65,accepted
104,"[104] F. Roozeboom, B. Kniknie, A. M. Lankhorst, G. Winands, R. Knaapen, M. Smets, P. Poodt, G. Dingemans, W. Keuning, and W. M. M. Kessels, “A new concept for spatially divided Deep Reactive Ion Etching with ALD-based passivation,” IOP Conf. Ser.: Mater. Sci. Eng., 41, 012001 (2012).",10.1109/pvsc.2012.6317993,Atmospheric pressure deposition of SnO&lt;inf&gt;2&lt;/inf&gt; and ZnO,2012 38th IEEE Photovoltaic Specialists Conference,2012,,002014-002017,,30,low_confidence
105,"[105] J. B. Park, W. S. Lim, S. D. Park, Y. J. Park, and G. Y. Yeom, “Etch Characteristics of TiO2 Etched by Using an Atomic Layer Etching technique with BCl3 Gas and an Ar Neutral Beam,” Journal of the Korean Physical Society, 54(3), 976 (2009).",10.3938/jkps.54.976,Etch Characteristics of TiO2 Etched by Using an Atomic Layer Etching technique with BCl3 Gas and an Ar Neutral Beam,Journal of the Korean Physical Society,2009,54,976-980,,100,accepted
106,"[106] W. S. Lim, J. B. Park, J. Y. Park, B. J. Park, and G. Y. Yeom, “Low Damage Atomic Layer Etching of ZrO2 by Using BCl3 Gas and Ar Neutral Beam,” Journal of Nanoscience and Nanotechnology, 9(12), 7379 (2009).",10.1166/jnn.2009.1781,Fabrication of Flexible Transparent Conductive Film (TCF) Using Single Walled Carbon Nanotubes,Journal of Nanoscience and Nanotechnology,2009,9,,,80,accepted
107,"[107] R. A. Gottscho, C. W. Jurgensen, and D. J. Vitkavage, “Microscopic Uniformity in Plasma-Etching,” Journal of Vacuum Science & Technology B, 10(5), 2133 (1992).",,,,,,,,,no_match
108,"[108] P. L. G. Ventzek, R. J. Hoekstra, and M. J. Kushner, “2-Dimensional Modeling of High Plasma-Density Inductively-Coupled Sources for Materials Processing,” Journal of Vacuum Science & Technology B, 12(1), 461 (1994).",,,,,,,,,no_match
109,"[109] R. J. Hoekstra and M. J. Kushner, “Predictions of ion energy distributions and radical fluxes in radio frequency biased inductively coupled plasma etching reactors,” Journal of Applied Physics, 79(5), 2275 (1996).",10.1063/1.361152,Predictions of ion energy distributions and radical fluxes in radio frequency biased inductively coupled plasma etching reactors,Journal of Applied Physics,1996,79,2275-2286,,100,accepted
110,"[110] C. T. Gabriel and Y. Melaku, “Gate Oxide Damage in a High-Density Inductively- Coupled Plasma,” Journal of Vacuum Science & Technology B, 12(1), 454 (1994).",,,,,,,,,no_match
111,"[111] P. K. Aum, R. Brandshaft,D. Brandshaft, and T. B. Dao, “Controlling plasma charge damage in advanced semiconductor manufacturing-challenge of small feature size device, large chip size, and large wafer size,” IEEE Transactions on Electron Devices, 45(3), 722 (1998).",10.1109/16.661234,"Controlling plasma charge damage in advanced semiconductor manufacturing. Challenge of small feature size device, large chip size, and large wafer size",IEEE Transactions on Electron Devices,1998,45,722-730,,100,accepted
112,"[112] S. Rauf, A. Haggag, M. Moosa, and P. L. G. Ventzek, “Computational modeling of process induced damage during plasma clean,” Journal of Applied Physics, 100, 023302 (2006).",10.1063/1.2216253,Computational modeling of process induced damage during plasma clean,Journal of Applied Physics,2006,100,,023302,100,accepted
113,"[113] J. P. Chang and J. W. Coburn, “Plasma-surface interactions,” Journal of Vacuum Science & Technology A, 21(5), S145 (2003).",,,,,,,,,no_match
114,"[114] V. M. Donnelly, J. Guha, and L. Stafford, “Critical review: Plasma-surface reactions and the spinning wall method,” Journal of Vacuum Science & Technology A, 29, 010801 (2011).",,,,,,,,,no_match
115,"[115] G. S. Oehrlein, R. J. Phaneuf, and D. B. Graves, “Plasma-polymer interactions: A review of progress in understanding polymer resist mask durability during plasma etching for nanoscale fabrication,” J. Vac. Sci. Technol. B, 29, 010801 (2011).",10.1016/j.polymer.2011.09.027,Xenon difluoride plasma fluorination of polymer surfaces,Polymer,2011,52,5250-5254,,55,accepted
116,"[116] M. J. Kushner, “Hybrid modelling of low temperature plasmas for fundamental investigations and equipment design,” Journal of Physics D-Applied Physics, 42, 194013 (2009).",10.1088/0022-3727/42/19/194013,Hybrid modelling of low temperature plasmas for fundamental investigations and equipment design,Journal of Physics D: Applied Physics,2009,42,194013,,95,accepted
117,"[117] SRIM simulation parameters used for simulations Lattice Surface 99999 ions Binding Binding Displacement 0deg injection Density Energy Energy Energy Si 2.321 Si (28.086) 2 4.7 15 SiO2 2.65 Si (28.086) 2 4.7 15 O(15.999) 3 2 28 Most of these values were obtained from http://www.srim.org/. The SiO2 density was obtained from Greenwood, Norman N.; Earnshaw, Alan (1984). Chemistry of the Elements. Oxford: Pergamon Press. pp. 393–99. ISBN 0-08-022057-6.",10.1007/978-1-349-17623-6_10,Defence,"Public Expenditure Policy, 1984–85",1984,,172-192,,25,low_confidence
118,"[118] M. E. Barone and D. B. Graves, “Chemical and physical sputtering of fluorinated silicon,” J. Appl. Phys., 77, 3 (1995).",,,,,,,,,no_match
119,"[119] M. E. Barone andD. B.Graves, “Molecular dynamics simulations of plasma-surface chemistry,” Plasma Sources Sci. Technol., 5, 2 (1996).",,,,,,,,,no_match
120,"[120] N. A. Kubota, D. J. Economou, and S. J. Plimpton, “Molecular dynamics simulations of low-energy (25–200 eV) argon ion interactions with silicon surfaces: Sputter yields and product formation pathways,” J. Appl. Phys., 83, 8 (1998).",,,,,,,,,no_match
121,"[121] N. Laegreid and G. K. Wehner, “Sputtering Yields of Metals for Ar+ and Ne+ Ions with Energies from 50 to 600 ev,” J. Appl. Phys., 32, 3 (1961).",,,,,,,,,no_match
122,"[122] Y. H. Lee, “Surface damage threshold of Si and SiO2 in electron-cyclotronresonance plasmas,” J. Vac. Sci. & Technol. A, 10, 4 (1992).",,,,,,,,,no_match
123,"[123] N. Matsunami, Y. Yamamura, Y. Itikawa, N. Itoh, Y. Kazumata, S. Miyagawa, K. Morita, R. Shimizu, and H. Tawara, “Energy-Dependence of the Ion-Induced Sputtering Yields of Monatomic Solids,” At. Data Nucl. Data Tables, 31, 1 (1984).",,,,,,,,,no_match
124,"[124] H. Ohta and S. Hamaguchi, “Molecular dynamics simulation of silicon and silicon dioxide etching by energetic halogen beams,” J. Vac. Sci.&Technol. A, 19, 5 (2001).",,,,,,,,,no_match
125,"[125] D. J. Oostra, R. P. van Ingen, A. Haring, A. E. de Vries, and G. N. A. van Veen, “Near threshold sputtering of Si and SiO2 in a Cl2 environment,” Appl. Phys. Lett., 50, 21 (1987).",,,,,,,,,no_match
126,"[126] C. Steinbru¨uchel, “Universal energy dependence of physical and ion-enhanced chemical etch yields at low ion energy,” Appl. Phys. Lett., 55, 19 (1989).",,,,,,,,,no_match
127,"[127] S. Tachi, K. Miyake, and T. Tokuyama, “Chemical and Physical Sputtering in F+ Ion-Beam Etching of Si,” Jpn. J. Appl. Phys., 20, 6 (1981).",,,,,,,,,no_match
128,"[128] Y.-Y. Tu, T. Chuang, and H. Winters, “Chemical sputtering of fluorinated silicon,” Phys. Rev. B: Condens. Matter, 23, 2 (1981).",10.1007/978-3-642-68175-2_2,“Solar” Silicon,Crystals,1981,,43-107,,55,accepted
129,"[129] S.-M. Wu, R. van de Kruijs, E. Zoethout, and F. Bijkerk, “Sputtering yields of Ru, Mo, and Si under low energy Ar+ bombardment,” J. Appl. Phys., 106, 5 (2009).",,,,,,,,,no_match
130,"[130] Y. Yamamura and H. Tawara, “Energy dependence of ion-induced sputtering yields from monatomic solids at normal incidence,” At. Data Nucl. Data Tables, 62, 2 (1996).",,,,,,,,,no_match
131,"[131] E. Hechtl and J. Bohdansky, “Sputtering Behavior of Graphite and Molybdenum at Low Bombarding Energies,” J. Nucl. Mater., 123, 1 (1984).",,,,,,,,,no_match
132,"[132] R. V. Stuart and G. K. Wehner, “Sputtering Yields at Very Low Bombarding Ion Energies,” J. Appl. Phys., 33, 7 (1962).",,,,,,,,,no_match
133,"[133] J. P. Chang and H. H. Sawin, “Molecular-beam study of the plasma-surface kinetics of silicon dioxide and photoresist etching with chlorine,” J. Vac. Sci. & Technol. B, 19, 4 (2001).",,,,,,,,,no_match
134,"[134] J. M. E. Harper, J. J. Cuomo, P. A. Leary, G. M. Summa, H. R. Kaufman, and F. J. Bresnock, “Low-Energy Ion-Beam Etching,” J. Electrochem. Soc., 128, 5 (1981).",,,,,,,,,no_match
135,"[135] G. V. Jorgenson and G. K. Wehner, “Sputtering Studies of Insulators by Means of Langmuir Probes,” J. Appl. Phys., 36, 9 (1965).",,,,,,,,,no_match
136,"[136] P. J. Cumpson, J. F. Portoles, A. J. Barlow, and N. Sano, “Accurate argon clusterion sputter yields: Measured yields and effect of the sputter threshold in practical depth-profiling by X-ray photoelectron spectroscopy and secondary ion mass spectrometry,” J. Appl. Phys., 114, 12 (2013).",,,,,,,,,no_match
137,"[137] S. S. Todorov and E. R. Fossum, “Sputtering of Silicon Dioxide near Threshold,” Appl. Phys. Lett., 52, 5 (1988).",,,,,,,,,no_match
138,"[138] M. Schaepkens, R. C. M. Bosch, T. E. F. M. Standaert, G. S. Oehrlein, and J. M. Cook, “Influence of reactor wall conditions on etch processes in inductively coupled fluorocarbon plasmas,” Journal of Vacuum Science & Technology A-Vacuum Surfaces And Films, 16, 2099 (1998).",,,,,,,,,no_match
139,"[139] S. J. Ullal, H. Singh, J. Daugherty, V. Vahedi, and E. S. Aydil, “Maintaining reproducible plasma reactor wall conditions: SF6 plasma cleaning of films deposited on chamber walls during Cl2/O2 plasma etching of Si,” Journal of Vacuum Science & Technology A-Vacuum Surfaces And Films, 20(4), 1195 (2002).",,,,,,,,,no_match
140,"[140] G. Cunge, M. Kogelsehatz, and N. Sadeghi, “Influence of reactor walls on plasma chemistry and on silicon etch product densities during silicon etching in halogenbased plasmas,” Plasma Sources Science & Technology, 13(3), 522 (2004).",,,,,,,,,no_match
141,"[141] G. Cunge, M. Kogelschatz, O. Joubert, and N. Sadeghi, “Plasma-wall interactions during silicon etching processes in high-density HBr/Cl2/O2 plasmas,” Plasma Sources Science & Technology, 14(2), S42 (2005).",,,,,,,,,no_match
142,"[142] W. Y. Zhu, S. Sridhar, L. Liu, E. Hernandez, V. M. Donnelly, and D. J. Economou, “Photo-assisted etching of silicon in chlorine- and bromine-containing plasmas,” Journal of Applied Physics, 115, 203303 (2014).",10.1063/1.4878895,Photo-assisted etching of silicon in chlorine- and bromine-containing plasmas,Journal of Applied Physics,2014,115,,203303,100,accepted
143,"[143] M. F. Doemling,N. R. Rueger, andG. S.Oehrlein, “Observation of Inverse Reactive Ion Etching (RIE) Lag for Silicon Dioxide Etching in Inductively Coupled Plasmas (ICP),” Appl. Phys. Lett., 68, 10 (1996).",,,,,,,,,no_match
